user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Unknown_BY606-001R0029_bin.49	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp944390125	GCA_944390125.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp944390125	98.22	0.898	GCA_944390125.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp944390125	98.22	0.898	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944389685.1, s__Enterousia sp944389685, 95.0, 81.24, 0.167; GCA_944389535.1, s__Enterousia sp944389535, 95.0, 80.63, 0.164; GCA_944389555.1, s__Enterousia sp944389555, 95.0, 80.35, 0.207; GCA_949288265.1, s__Enterousia sp949288265, 95.0, 79.1, 0.151	80.52	11	N/A	N/A
Unknown_BY606-001R0029_bin.56	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp944385025	GCA_944385025.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp944385025	98.87	0.931	GCA_944385025.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp944385025	98.87	0.931	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.04	11	N/A	N/A
Unknown_BY606-001R0029_bin.60	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.55	0.908	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.55	0.908	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000283635.1, s__Streptococcus macedonicus, 95.18, 82.82, 0.182; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 82.51, 0.17; GCF_004843545.1, s__Streptococcus pasteurianus, 95.21, 82.34, 0.176; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3, 82.24, 0.182; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 81.71, 0.168; GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 81.69, 0.17; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 81.62, 0.152; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 81.6, 0.155; GCF_000187265.1, s__Streptococcus equinus, 95.0, 81.5, 0.16; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 81.47, 0.155; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 81.11, 0.155	81.85	11	N/A	N/A
Unknown_BY606-001R0029_bin.61	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	GCF_944324525.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	98.39	0.873	GCF_944324525.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	98.39	0.873	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019118745.1, s__Desulfovibrio gallistercoris, 95.0, 91.08, 0.679; GCF_944327235.1, s__Desulfovibrio sp944327235, 95.0, 90.04, 0.626; GCF_944324935.1, s__Desulfovibrio sp944324935, 95.0, 89.99, 0.629; GCA_944327045.1, s__Desulfovibrio sp944327045, 95.0, 88.88, 0.551; GCA_019118345.1, s__Desulfovibrio intestinavium, 95.0, 84.54, 0.351	88.6	11	N/A	N/A
Unknown_BY606-001R0029_bin.65	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_019113885.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes intestinipullorum	86.01	0.452	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019118605.1, s__Alistipes faecavium, 95.0, 85.42, 0.388; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 84.92, 0.377; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 83.16, 0.2; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 82.77, 0.224; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 82.58, 0.168; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 82.45, 0.196; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 82.45, 0.194; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.31, 0.188; GCA_944321195.1, s__Alistipes sp944321195, 95.0, 82.21, 0.167; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 82.14, 0.176; GCA_019119845.1, s__Alistipes merdavium, 95.0, 82.13, 0.158; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.06, 0.176; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 82.04, 0.165; GCA_019115075.1, s__Alistipes avistercoris, 95.0, 82.02, 0.171; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 82.0, 0.193; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 81.93, 0.174; GCA_944321755.1, s__Alistipes sp944321755, 95.0, 81.84, 0.158; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 81.4, 0.153; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.16, 0.153; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.1, 0.159	74.34	11	0.99344	N/A
Unknown_BY606-001R0029_bin.66	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A sp944325145	GCA_944325145.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A sp944325145	97.48	0.898	GCA_944325145.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A sp944325145	97.48	0.898	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018715855.1, s__Galligastranaerophilus_A intestinigallinarum, 95.0, 91.69, 0.732; GCA_944325175.1, s__Galligastranaerophilus_A sp944325175, 95.0, 89.62, 0.583; GCA_944324425.1, s__Galligastranaerophilus_A sp944324425, 95.0, 89.28, 0.659	87.67	11	N/A	N/A
Unknown_BY606-001R0029_bin.7	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp944380845	GCA_944380845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp944380845	98.58	0.935	GCA_944380845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__RGIG2774 sp944380845	98.58	0.935	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RGIG2774;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949296825.1, s__RGIG2774 sp949296825, 95.0, 79.65, 0.164	91.38	11	N/A	N/A
Unknown_BY606-001R0030_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecigallinarum	GCA_019115455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecigallinarum	97.53	0.912	GCA_019115455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecigallinarum	97.53	0.912	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.02	11	N/A	N/A
Unknown_BY606-001R0030_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.22	0.889	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.22	0.889	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.78	11	N/A	N/A
Unknown_BY606-001R0030_bin.13	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__	N/A	N/A	N/A	N/A	N/A	GCA_944324495.1	95.0	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum sp944324495	86.81	0.58	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945929285.1, s__Mucispirillum sp945929285, 95.0, 85.17, 0.341; GCA_949287985.1, s__Mucispirillum schaedleri_A, 95.0, 84.54, 0.454; GCA_944325215.1, s__Mucispirillum sp944325215, 95.0, 84.35, 0.433; GCA_947177675.1, s__Mucispirillum sp947177675, 95.0, 82.9, 0.157; GCA_019116905.1, s__Mucispirillum faecigallinarum, 95.0, 80.47, 0.157; GCA_910586745.1, s__Mucispirillum sp910586745, 95.0, 80.39, 0.152; GCA_944326705.1, s__Mucispirillum sp944326705, 95.0, 80.33, 0.187; GCA_944324465.1, s__Mucispirillum sp944324465, 95.0, 79.9, 0.174; GCA_944323205.1, s__Mucispirillum sp944323205, 95.0, 79.74, 0.172	93.13	11	0.98481	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0030_bin.16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.51	11	0.93748	N/A
Unknown_BY606-001R0030_bin.17	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	N/A	N/A	N/A	N/A	N/A	GCA_018712805.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus excrementavium	94.87	0.827	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_949292775.1, s__Fimenecus sp949292775, 95.0, 86.91, 0.584	91.28	11	0.99634	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0030_bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.68	11	0.85701	N/A
Unknown_BY606-001R0030_bin.28	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_019114565.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio intestinigallinarum	94.58	0.703	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945871415.1, s__Desulfovibrio sp945871415, 95.0, 93.74, 0.696; GCA_030372365.1, s__Desulfovibrio sp944327285, 95.0, 92.38, 0.596; GCA_905215675.1, s__Desulfovibrio sp905215675, 95.0, 87.5, 0.434; GCA_944324555.1, s__Desulfovibrio sp944324555, 95.0, 85.16, 0.283; GCA_934546745.1, s__Desulfovibrio sp934546745, 95.0, 83.55, 0.198	88.58	11	0.99799	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0030_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.42	0.914	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.42	0.914	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944385995.1, s__Faecalibacterium sp944385995, 95.0, 89.04, 0.617; GCA_944386015.1, s__Faecalibacterium sp944386015, 95.0, 88.03, 0.557; GCA_904394215.1, s__Faecalibacterium sp904394215, 95.0, 87.56, 0.523; GCA_019116585.1, s__Faecalibacterium gallistercoris, 95.0, 86.63, 0.433; GCA_019113345.1, s__Faecalibacterium intestinigallinarum, 95.0, 86.45, 0.384; GCA_019119685.1, s__Faecalibacterium faecigallinarum, 95.0, 86.4, 0.418; GCA_019112805.1, s__Faecalibacterium avium, 95.0, 85.82, 0.39; GCA_019118985.1, s__Faecalibacterium faecipullorum, 95.0, 84.97, 0.299; GCA_944387975.1, s__Faecalibacterium sp944387975, 95.0, 84.82, 0.288; GCF_022180365.1, s__Faecalibacterium gallinarum, 95.0, 83.72, 0.204; GCA_018883885.1, s__Faecalibacterium intestinavium, 95.0, 83.18, 0.185	78.73	11	N/A	N/A
Unknown_BY606-001R0030_bin.36	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCF_944324525.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp944324525	94.07	0.763	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_944327235.1, s__Desulfovibrio sp944327235, 95.0, 90.68, 0.645; GCA_019118745.1, s__Desulfovibrio gallistercoris, 95.0, 90.64, 0.656; GCF_944324935.1, s__Desulfovibrio sp944324935, 95.0, 89.91, 0.604; GCA_944327045.1, s__Desulfovibrio sp944327045, 95.0, 89.23, 0.521; GCA_019118345.1, s__Desulfovibrio intestinavium, 95.0, 85.15, 0.308	76.98	11	0.9954	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0030_bin.37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985	GCF_027529745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985	98.49	0.87	GCF_027529745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985	98.49	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	67.96	11	N/A	N/A
Unknown_BY606-001R0030_bin.43	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	GCF_000325665.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	98.43	0.926	GCF_000325665.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	98.43	0.926	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019402445.1, s__Brachyspira pilosicoli_B, 95.0, 94.85, 0.787; GCF_934747485.1, s__Brachyspira sp934747485, 95.0, 91.69, 0.74; GCF_008016535.1, s__Brachyspira pilosicoli_A, 95.0, 91.68, 0.693; GCF_009755885.1, s__Brachyspira sp009755885, 95.0, 90.72, 0.78; GCA_934725655.1, s__Brachyspira sp934725655, 95.0, 90.14, 0.491	72.08	11	N/A	N/A
Unknown_BY606-001R0030_bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	97.13	0.843	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	97.13	0.843	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119615.1, s__Alistipes stercoravium, 95.0, 84.59, 0.346; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 84.31, 0.325; GCF_006542685.1, s__Alistipes dispar, 95.0, 83.49, 0.273; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.12, 0.271; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 83.06, 0.306; GCA_019119845.1, s__Alistipes merdavium, 95.0, 83.02, 0.26; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 82.65, 0.23; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.06, 0.205; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 81.95, 0.182; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 81.81, 0.188; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 81.8, 0.15; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.79, 0.167; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 81.76, 0.174; GCA_019118605.1, s__Alistipes faecavium, 95.0, 81.57, 0.214; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 81.55, 0.2; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.46, 0.166; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.37, 0.176; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.36, 0.201; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.32, 0.169; GCA_019112825.1, s__Alistipes excrementigallinarum, 95.0, 81.26, 0.164; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.21, 0.151; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.14, 0.156; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.12, 0.171; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 81.11, 0.171; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.96, 0.16; GCA_019119475.1, s__Alistipes stercorigallinarum, 95.0, 80.95, 0.153; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.77, 0.153; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.66, 0.177; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 80.48, 0.157	77.56	11	N/A	N/A
Unknown_BY606-001R0030_bin.7	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.37	11	0.87775	N/A
Unknown_BY606-001R0031_bin.1	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	GCA_018883725.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	98.02	0.805	GCA_018883725.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A pullicola	98.02	0.805	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000158195.2, s__Fusobacterium_A mortiferum, 95.0, 85.96, 0.42; GCF_900450765.1, s__Fusobacterium_A necrogenes, 95.0, 84.1, 0.279; GCF_905193685.1, s__Fusobacterium_A sp900555485, 95.0, 83.84, 0.271; GCA_900764925.1, s__Fusobacterium_A sp900764925, 95.0, 83.6, 0.246; GCA_019410665.1, s__Fusobacterium_A sp019410665, 95.0, 82.73, 0.201; GCF_019012925.1, s__Fusobacterium_A sp019012925, 95.0, 82.6, 0.205; GCA_020024915.1, s__Fusobacterium_A sp020024915, 95.0, 82.13, 0.203	90.11	11	N/A	N/A
Unknown_BY606-001R0031_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	97.12	0.853	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	97.12	0.853	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119615.1, s__Alistipes stercoravium, 95.0, 84.96, 0.373; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 84.46, 0.329; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.5, 0.288; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 83.47, 0.33; GCF_006542685.1, s__Alistipes dispar, 95.0, 83.45, 0.291; GCA_019119845.1, s__Alistipes merdavium, 95.0, 82.99, 0.257; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 82.61, 0.243; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 82.43, 0.205; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.28, 0.213; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.18, 0.243; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 82.16, 0.197; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.16, 0.165; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.98, 0.21; GCA_019112825.1, s__Alistipes excrementigallinarum, 95.0, 81.75, 0.184; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.65, 0.172; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.6, 0.177; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 81.54, 0.217; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.54, 0.18; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 81.51, 0.171; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.4, 0.18; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.4, 0.178; GCA_019119475.1, s__Alistipes stercorigallinarum, 95.0, 81.39, 0.17; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 81.38, 0.162; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.31, 0.17; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.29, 0.184; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 81.28, 0.179; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.24, 0.156; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.24, 0.153; GCA_944321755.1, s__Alistipes sp944321755, 95.0, 81.2, 0.152; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 81.08, 0.162; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.86, 0.186; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 80.63, 0.173	95.53	11	N/A	N/A
